id,name,age,salary,city,score,join_date,comment
***-***-2730,N***,40.0,***-***-00.0,DE***,10.56,***-***-3-40,#na#
***-***-2731,S***,25.0,***-***-00.0,LO***,16.19,***-***-3-40,excellent!!!
***-***-2732,C***,30.0,***-***-00.0,DE***,47.88,,good
***-***-2733,K***,-5.0,***-***-00.0,HY***,84.91,***-***-3-40,???
***-***-2734,O***,30.0,***-***-00.0,NY***,11.42,***-***-1-01,good
***-***-2735,R***,30.0,,,42.7,***-***-3-40,avg
***-***-2736,,30.0,,CH***,3.26,,good
***-***-2737,I***,35.0,,DE***,12.87,,excellent!!!
***-***-2738,F***,40.0,***-***-00.0,MU***,96.95,***-***-5-10,???
***-***-2739,P***,30.0,***-***-00.0,MU***,1.98,,excellent!!!
***-***-2740,Z***,35.0,***-***-00.0,NY***,69.62,,good
***-***-2741,P***,30.0,***-***-00.0,PU***,46.12,***-***-date,#na#
***-***-2742,S***,30.0,***-***-00.0,MU***,57.19,***-***-3-40,#na#
***-***-2743,Y***,35.0,***-***-00.0,CH***,8.58,,
***-***-2744,X***,20.0,***-***-00.0,CH***,40.53,***-***-3-40,
***-***-2745,R***,-5.0,***-***-00.0,LO***,40.36,***-***-5-10,good
***-***-2746,N***,20.0,***-***-00.0,CH***,43.66,,avg
***-***-2747,W***,25.0,***-***-00.0,LO***,52.03,***-***-3-40,good
***-***-2748,R***,30.0,***-***-00.0,NY***,2.91,***-***-1-01,
***-***-2749,V***,999.0,,CH***,75.88,***-***-date,avg
***-***-2750,O***,30.0,***-***-00.0,KO***,,***-***-1-01,excellent!!!
***-***-2751,I***,25.0,***-***-00.0,CH***,,***-***-5-10,#na#
***-***-2752,C***,35.0,***-***-00.0,HY***,10.81,***-***-5-10,???
***-***-2753,W***,35.0,***-***-00.0,NY***,18.86,***-***-3-40,
***-***-2754,K***,40.0,***-***-00.0,KO***,48.58,,???
***-***-2755,U***,30.0,***-***-00.0,PU***,81.23,***-***-5-10,#na#
***-***-2756,H***,35.0,***-***-00.0,CH***,96.48,***-***-5-10,good
***-***-2757,L***,-5.0,***-***-00.0,HY***,68.93,***-***-date,
***-***-2758,I***,40.0,***-***-00.0,KO***,29.86,***-***-3-40,
***-***-2759,S***,35.0,***-***-00.0,NY***,18.87,,???
***-***-2760,M***,999.0,***-***-00.0,CH***,54.98,***-***-1-01,excellent!!!
***-***-2761,T***,30.0,***-***-00.0,KO***,33.18,,good
***-***-2762,U***,30.0,,KO***,38.28,***-***-1-01,avg
***-***-2763,J***,35.0,***-***-00.0,NY***,91.32,***-***-5-10,avg
***-***-2764,R***,30.0,***-***-00.0,CH***,67.72,***-***-3-40,bad
***-***-2765,T***,-5.0,***-***-00.0,KO***,79.85,***-***-3-40,#na#
***-***-2766,J***,20.0,***-***-00.0,PU***,53.81,***-***-3-40,good
***-***-2767,L***,20.0,***-***-00.0,LO***,55.48,***-***-date,good
***-***-2768,J***,999.0,***-***-00.0,LO***,,,???
***-***-2769,C***,999.0,***-***-00.0,,66.05,,#na#
***-***-2770,X***,30.0,***-***-00.0,MU***,95.21,***-***-date,???
***-***-2771,B***,40.0,***-***-00.0,LO***,67.92,***-***-1-01,???
***-***-2772,P***,35.0,***-***-00.0,KO***,80.24,***-***-5-10,bad
***-***-2773,W***,-5.0,***-***-00.0,BA***,72.84,,excellent!!!
***-***-2774,M***,30.0,,CH***,85.71,***-***-1-01,excellent!!!
***-***-2775,S***,40.0,***-***-00.0,NY***,92.83,***-***-3-40,???
***-***-2776,L***,30.0,***-***-00.0,HY***,,***-***-5-10,
***-***-2777,P***,30.0,***-***-00.0,CH***,26.39,,???
***-***-2778,P***,-5.0,***-***-00.0,BA***,21.77,***-***-5-10,bad
***-***-2779,P***,35.0,***-***-00.0,HY***,98.14,***-***-5-10,bad
***-***-2780,Y***,40.0,***-***-00.0,DE***,35.26,***-***-3-40,bad
***-***-2781,L***,999.0,***-***-00.0,MU***,48.44,***-***-1-01,
***-***-2782,J***,30.0,***-***-00.0,BA***,22.92,***-***-1-01,excellent!!!
***-***-2783,O***,20.0,,DE***,17.37,***-***-date,bad
***-***-2784,F***,-5.0,***-***-00.0,,4.36,***-***-date,
***-***-2785,X***,,,LO***,45.48,***-***-date,#na#
***-***-2786,H***,30.0,,NY***,,***-***-3-40,
***-***-2787,Y***,30.0,***-***-00.0,LO***,18.45,***-***-3-40,bad
***-***-2788,P***,-5.0,,KO***,,***-***-date,#na#
***-***-2789,E***,-5.0,,PU***,54.86,***-***-5-10,good
***-***-2790,I***,,***-***-00.0,BA***,68.2,***-***-3-40,good
***-***-2791,F***,-5.0,***-***-00.0,,72.22,***-***-3-40,bad
***-***-2792,K***,25.0,***-***-00.0,HY***,46.11,***-***-1-01,#na#
***-***-2793,Z***,40.0,***-***-00.0,PU***,38.49,***-***-3-40,bad
***-***-2794,D***,35.0,***-***-00.0,PU***,27.42,***-***-date,excellent!!!
***-***-2795,R***,999.0,***-***-00.0,BA***,26.32,***-***-3-40,
***-***-2796,J***,,***-***-00.0,PU***,31.07,***-***-1-01,excellent!!!
***-***-2797,F***,35.0,***-***-00.0,HY***,70.21,***-***-date,#na#
***-***-2798,R***,35.0,***-***-00.0,,77.31,***-***-3-40,???
***-***-2799,R***,40.0,***-***-00.0,NY***,80.48,***-***-5-10,good
***-***-2800,G***,-5.0,,PU***,58.34,***-***-5-10,avg
***-***-2801,L***,-5.0,***-***-00.0,CH***,0.69,,#na#
***-***-2802,U***,20.0,***-***-00.0,KO***,92.13,,bad
***-***-2803,C***,35.0,***-***-00.0,KO***,29.54,***-***-1-01,
***-***-2804,,30.0,***-***-00.0,CH***,52.88,***-***-date,???
***-***-2805,F***,40.0,***-***-00.0,KO***,70.03,***-***-1-01,excellent!!!
***-***-2806,D***,20.0,***-***-00.0,,84.73,***-***-1-01,avg
***-***-2807,K***,40.0,***-***-00.0,HY***,72.13,***-***-1-01,avg
***-***-2808,M***,40.0,***-***-00.0,KO***,35.36,***-***-5-10,#na#
***-***-2809,V***,999.0,***-***-00.0,NY***,12.55,***-***-1-01,#na#
***-***-2810,U***,,***-***-00.0,NY***,,,bad
***-***-2811,T***,999.0,,BA***,70.5,***-***-3-40,excellent!!!
***-***-2812,V***,,,DE***,,***-***-date,excellent!!!
***-***-2813,F***,40.0,***-***-00.0,DE***,83.83,***-***-1-01,
***-***-2814,D***,35.0,***-***-00.0,DE***,65.97,***-***-1-01,#na#
***-***-2815,U***,999.0,***-***-00.0,PU***,90.49,***-***-1-01,???
***-***-2816,N***,-5.0,***-***-00.0,LO***,23.46,***-***-date,#na#
***-***-2817,F***,30.0,***-***-00.0,,58.24,***-***-3-40,excellent!!!
***-***-2818,O***,20.0,***-***-00.0,DE***,94.48,***-***-date,#na#
***-***-2819,T***,40.0,,PU***,99.71,***-***-5-10,excellent!!!
***-***-2820,J***,,***-***-00.0,,58.54,***-***-date,good
***-***-2821,W***,999.0,***-***-00.0,MU***,13.38,***-***-1-01,???
***-***-2822,T***,25.0,***-***-00.0,KO***,52.03,***-***-date,good
***-***-2823,E***,30.0,***-***-00.0,HY***,22.52,***-***-1-01,good
***-***-2824,Z***,25.0,***-***-00.0,,31.94,***-***-date,#na#
***-***-2825,O***,20.0,***-***-00.0,NY***,22.15,***-***-5-10,bad
***-***-2826,A***,-5.0,***-***-00.0,,45.79,***-***-date,???
***-***-2827,Z***,,,DE***,55.73,,avg
***-***-2828,E***,-5.0,***-***-00.0,KO***,79.79,,good
***-***-2829,S***,25.0,***-***-00.0,LO***,88.33,***-***-date,excellent!!!
***-***-2830,N***,30.0,***-***-00.0,NY***,10.36,***-***-date,excellent!!!
***-***-2831,,999.0,,DE***,39.64,***-***-1-01,good
***-***-2832,L***,999.0,***-***-00.0,,12.63,***-***-3-40,good
***-***-2833,Y***,25.0,***-***-00.0,HY***,35.64,***-***-1-01,
***-***-2834,Q***,-5.0,***-***-00.0,HY***,71.31,***-***-3-40,#na#
***-***-2835,Q***,20.0,***-***-00.0,PU***,85.93,,good
***-***-2836,B***,25.0,,CH***,5.98,***-***-3-40,bad
***-***-2837,Z***,35.0,***-***-00.0,LO***,40.71,,
***-***-2838,M***,999.0,***-***-00.0,CH***,10.08,,
***-***-2839,S***,35.0,***-***-00.0,LO***,91.4,,#na#
***-***-2840,H***,,***-***-00.0,CH***,68.25,***-***-5-10,excellent!!!
***-***-2841,C***,35.0,***-***-00.0,BA***,97.29,,excellent!!!
***-***-2842,E***,20.0,,BA***,2.76,***-***-5-10,
***-***-2843,V***,20.0,***-***-00.0,CH***,81.03,,excellent!!!
***-***-2844,I***,40.0,***-***-00.0,KO***,,***-***-3-40,
***-***-2845,V***,999.0,***-***-00.0,KO***,73.99,***-***-5-10,???
***-***-2846,R***,,***-***-00.0,,,***-***-5-10,bad
***-***-2847,Y***,30.0,***-***-00.0,KO***,14.26,***-***-3-40,avg
***-***-2848,T***,30.0,***-***-00.0,HY***,90.11,***-***-5-10,???
***-***-2849,D***,-5.0,***-***-00.0,LO***,34.73,***-***-date,excellent!!!
***-***-2850,P***,30.0,***-***-00.0,MU***,80.26,***-***-3-40,
***-***-2851,U***,20.0,***-***-00.0,MU***,48.55,***-***-date,excellent!!!
***-***-2852,I***,-5.0,,KO***,47.96,***-***-5-10,good
***-***-2853,G***,,***-***-00.0,DE***,42.74,,#na#
***-***-2854,S***,35.0,,KO***,77.85,,excellent!!!
***-***-2855,S***,,***-***-00.0,,37.55,,excellent!!!
***-***-2856,A***,40.0,***-***-00.0,KO***,,,#na#
***-***-2857,W***,30.0,***-***-00.0,HY***,40.56,,excellent!!!
***-***-2858,H***,-5.0,***-***-00.0,KO***,0.08,***-***-1-01,
***-***-2859,B***,25.0,,BA***,,***-***-5-10,
***-***-2860,J***,999.0,***-***-00.0,BA***,77.24,***-***-1-01,good
***-***-2861,N***,30.0,***-***-00.0,BA***,46.06,***-***-1-01,good
***-***-2862,,25.0,***-***-00.0,PU***,58.16,***-***-3-40,#na#
***-***-2863,T***,35.0,***-***-00.0,,37.54,,good
***-***-2864,R***,35.0,,MU***,37.44,***-***-1-01,???
***-***-2865,L***,,***-***-00.0,,92.99,***-***-1-01,bad
***-***-2866,Y***,25.0,***-***-00.0,MU***,9.95,***-***-3-40,excellent!!!
***-***-2867,N***,999.0,,NY***,39.79,***-***-date,bad
***-***-2868,O***,999.0,***-***-00.0,KO***,8.75,***-***-3-40,bad
***-***-2869,K***,35.0,***-***-00.0,,47.65,,#na#
***-***-2870,R***,25.0,***-***-00.0,KO***,53.54,***-***-3-40,
***-***-2871,N***,40.0,***-***-00.0,NY***,,***-***-1-01,#na#
***-***-2872,N***,35.0,***-***-00.0,HY***,,,good
***-***-2873,D***,40.0,***-***-00.0,BA***,28.36,***-***-date,avg
***-***-2874,Q***,25.0,***-***-00.0,HY***,66.0,***-***-3-40,good
***-***-2875,K***,35.0,***-***-00.0,BA***,17.69,,good
***-***-2876,E***,40.0,***-***-00.0,HY***,,***-***-5-10,excellent!!!
***-***-2877,M***,,***-***-00.0,NY***,14.56,,good
***-***-2878,E***,-5.0,***-***-00.0,NY***,52.63,***-***-date,bad
***-***-2879,P***,20.0,,LO***,,***-***-3-40,#na#
***-***-2880,L***,25.0,***-***-00.0,,46.46,***-***-5-10,excellent!!!
***-***-2881,Q***,-5.0,,BA***,39.63,***-***-1-01,excellent!!!
***-***-2882,D***,-5.0,***-***-00.0,NY***,70.35,***-***-1-01,good
***-***-2883,S***,,***-***-00.0,PU***,92.59,***-***-1-01,#na#
***-***-2884,R***,35.0,***-***-00.0,DE***,,***-***-5-10,bad
***-***-2885,Q***,40.0,***-***-00.0,DE***,,***-***-5-10,
***-***-2886,O***,35.0,***-***-00.0,CH***,48.37,***-***-3-40,bad
***-***-2887,S***,35.0,***-***-00.0,DE***,81.52,***-***-1-01,good
***-***-2888,,-5.0,***-***-00.0,LO***,69.91,***-***-3-40,bad
***-***-2889,T***,40.0,***-***-00.0,,4.03,***-***-5-10,#na#
***-***-2890,U***,-5.0,,DE***,3.73,***-***-1-01,#na#
***-***-2891,B***,40.0,***-***-00.0,CH***,12.4,***-***-date,excellent!!!
***-***-2892,K***,,***-***-00.0,KO***,3.89,***-***-date,good
***-***-2893,B***,,***-***-00.0,BA***,78.18,,#na#
***-***-2894,U***,35.0,***-***-00.0,LO***,44.42,,#na#
***-***-2895,E***,20.0,***-***-00.0,MU***,42.15,,
***-***-2896,Q***,,***-***-00.0,BA***,51.5,***-***-5-10,avg
***-***-2897,Y***,30.0,***-***-00.0,KO***,41.27,***-***-5-10,???
***-***-2898,N***,-5.0,***-***-00.0,,99.46,***-***-5-10,bad
***-***-2899,W***,999.0,***-***-00.0,DE***,44.92,***-***-1-01,bad
***-***-2900,K***,25.0,,CH***,,***-***-1-01,good
***-***-2901,H***,35.0,***-***-00.0,NY***,32.48,,???
***-***-2902,R***,20.0,***-***-00.0,NY***,52.71,,???
***-***-2903,O***,20.0,***-***-00.0,PU***,30.31,***-***-3-40,avg
***-***-2904,P***,,***-***-00.0,BA***,99.06,***-***-3-40,#na#
***-***-2905,N***,999.0,***-***-00.0,,6.11,***-***-date,excellent!!!
***-***-2906,U***,35.0,***-***-00.0,PU***,,***-***-1-01,#na#
***-***-2907,R***,40.0,***-***-00.0,BA***,41.14,***-***-date,bad
***-***-2908,H***,-5.0,,LO***,,,good
***-***-2909,I***,40.0,,KO***,18.36,***-***-3-40,???
***-***-2910,Y***,35.0,***-***-00.0,CH***,12.65,***-***-5-10,excellent!!!
***-***-2911,P***,30.0,,MU***,84.41,,#na#
***-***-2912,R***,30.0,***-***-00.0,BA***,76.02,***-***-3-40,avg
***-***-2913,W***,,***-***-00.0,,,***-***-5-10,excellent!!!
***-***-2914,S***,-5.0,***-***-00.0,BA***,16.72,***-***-date,#na#
***-***-2915,S***,,***-***-00.0,KO***,71.55,***-***-date,avg
***-***-2916,M***,40.0,***-***-00.0,NY***,8.94,***-***-5-10,
***-***-2917,T***,,***-***-00.0,,30.15,***-***-5-10,bad
***-***-2918,I***,,***-***-00.0,LO***,28.12,***-***-date,good
***-***-2919,T***,,,CH***,,***-***-5-10,bad
***-***-2920,W***,20.0,,PU***,18.66,***-***-date,???
***-***-2921,R***,40.0,***-***-00.0,HY***,92.44,***-***-date,
***-***-2922,H***,25.0,***-***-00.0,DE***,35.72,***-***-1-01,
***-***-2923,S***,,***-***-00.0,CH***,92.33,***-***-1-01,avg
***-***-2924,Z***,-5.0,***-***-00.0,KO***,53.28,***-***-1-01,#na#
***-***-2925,Y***,20.0,***-***-00.0,HY***,99.04,***-***-3-40,avg
***-***-2926,M***,40.0,***-***-00.0,LO***,47.82,***-***-date,good
***-***-2927,R***,20.0,***-***-00.0,,70.7,,avg
***-***-2928,L***,999.0,***-***-00.0,KO***,59.67,***-***-3-40,good
***-***-2929,E***,20.0,***-***-00.0,,82.02,***-***-3-40,#na#
***-***-2930,O***,999.0,***-***-00.0,LO***,43.39,***-***-1-01,bad
***-***-2931,P***,-5.0,,BA***,27.77,***-***-5-10,#na#
***-***-2932,E***,30.0,***-***-00.0,BA***,61.56,***-***-3-40,???
***-***-2933,Z***,40.0,***-***-00.0,LO***,26.81,***-***-1-01,excellent!!!
***-***-2934,F***,40.0,***-***-00.0,KO***,21.45,***-***-3-40,avg
***-***-2935,W***,35.0,,HY***,97.38,***-***-1-01,avg
***-***-2936,C***,30.0,***-***-00.0,NY***,63.36,,avg
***-***-2937,E***,35.0,***-***-00.0,PU***,86.43,***-***-3-40,excellent!!!
***-***-2938,P***,25.0,,LO***,88.61,***-***-3-40,excellent!!!
***-***-2939,Z***,30.0,,LO***,10.98,***-***-5-10,bad
***-***-2940,L***,20.0,***-***-00.0,MU***,22.71,***-***-3-40,excellent!!!
***-***-2941,,,,MU***,,***-***-date,???
***-***-2942,I***,20.0,,CH***,39.98,,good
***-***-2943,D***,40.0,***-***-00.0,,60.79,,good
***-***-2944,,999.0,***-***-00.0,LO***,26.48,***-***-5-10,excellent!!!
***-***-2945,J***,40.0,***-***-00.0,,47.53,***-***-1-01,#na#
***-***-2946,J***,20.0,***-***-00.0,,38.72,***-***-5-10,bad
***-***-2947,H***,40.0,***-***-00.0,DE***,59.91,,#na#
***-***-2948,I***,20.0,***-***-00.0,,17.21,,???
***-***-2949,P***,40.0,***-***-00.0,BA***,31.54,***-***-3-40,#na#
***-***-2950,Q***,35.0,***-***-00.0,LO***,92.05,***-***-3-40,bad
***-***-2951,K***,40.0,***-***-00.0,CH***,31.76,,excellent!!!
***-***-2952,B***,-5.0,,CH***,71.74,***-***-1-01,#na#
***-***-2953,H***,40.0,***-***-00.0,CH***,29.84,***-***-1-01,bad
***-***-2954,N***,-5.0,***-***-00.0,MU***,,***-***-5-10,excellent!!!
***-***-2955,M***,-5.0,***-***-00.0,HY***,,***-***-date,???
***-***-2956,A***,-5.0,***-***-00.0,CH***,4.89,***-***-date,avg
***-***-2957,,30.0,,,29.72,***-***-1-01,avg
***-***-2958,Z***,999.0,***-***-00.0,MU***,49.25,,bad
***-***-2959,J***,999.0,***-***-00.0,DE***,72.78,***-***-5-10,???
***-***-2960,Q***,30.0,***-***-00.0,CH***,52.36,***-***-3-40,bad
***-***-2961,Y***,40.0,***-***-00.0,HY***,23.98,***-***-date,avg
***-***-2962,,,***-***-00.0,HY***,53.85,***-***-1-01,excellent!!!
***-***-2963,P***,35.0,***-***-00.0,NY***,19.29,***-***-date,good
***-***-2964,Z***,25.0,***-***-00.0,HY***,12.54,***-***-date,bad
***-***-2965,U***,40.0,***-***-00.0,KO***,12.33,***-***-5-10,excellent!!!
***-***-2966,X***,20.0,,,25.25,***-***-5-10,avg
***-***-2967,X***,25.0,***-***-00.0,MU***,89.09,,
***-***-2968,J***,-5.0,,NY***,17.25,***-***-3-40,#na#
***-***-2969,Q***,25.0,***-***-00.0,HY***,8.96,***-***-3-40,good
***-***-2970,V***,40.0,***-***-00.0,DE***,42.8,***-***-5-10,excellent!!!
***-***-2971,A***,-5.0,,DE***,8.05,***-***-5-10,avg
***-***-2972,F***,30.0,***-***-00.0,KO***,,***-***-date,good
***-***-2973,P***,-5.0,***-***-00.0,LO***,14.31,***-***-1-01,excellent!!!
***-***-2974,E***,20.0,***-***-00.0,HY***,15.66,***-***-3-40,
***-***-2975,A***,35.0,,LO***,3.57,***-***-3-40,bad
***-***-2976,P***,35.0,***-***-00.0,PU***,60.49,***-***-1-01,bad
***-***-2977,P***,,***-***-00.0,NY***,95.13,***-***-3-40,excellent!!!
***-***-2978,P***,40.0,***-***-00.0,KO***,15.14,***-***-1-01,bad
***-***-2979,L***,35.0,***-***-00.0,DE***,12.52,***-***-3-40,good
***-***-2980,E***,,***-***-00.0,CH***,53.68,***-***-1-01,bad
***-***-2981,C***,35.0,***-***-00.0,NY***,82.66,***-***-5-10,good
***-***-2982,M***,35.0,***-***-00.0,DE***,11.63,***-***-5-10,???
***-***-2983,B***,999.0,***-***-00.0,CH***,,***-***-date,good
***-***-2984,F***,30.0,***-***-00.0,,62.74,***-***-date,bad
***-***-2985,T***,30.0,***-***-00.0,PU***,95.64,***-***-date,excellent!!!
***-***-2986,L***,999.0,***-***-00.0,,68.63,,#na#
***-***-2987,Z***,-5.0,***-***-00.0,HY***,21.42,,
***-***-2988,V***,-5.0,***-***-00.0,PU***,98.88,***-***-3-40,???
***-***-2989,O***,,***-***-00.0,KO***,84.84,,bad
***-***-2990,K***,20.0,***-***-00.0,CH***,99.44,,good
***-***-2991,O***,999.0,***-***-00.0,BA***,98.3,***-***-3-40,good
***-***-2992,N***,35.0,***-***-00.0,BA***,,***-***-5-10,#na#
***-***-2993,G***,-5.0,***-***-00.0,PU***,29.86,***-***-5-10,bad
***-***-2994,V***,35.0,***-***-00.0,CH***,56.63,***-***-date,good
***-***-2995,X***,30.0,***-***-00.0,,21.4,***-***-3-40,#na#
***-***-2996,,,***-***-00.0,NY***,15.98,***-***-date,#na#
***-***-2997,Y***,,***-***-00.0,PU***,,***-***-date,
***-***-2998,O***,40.0,,KO***,51.24,,excellent!!!
***-***-2999,J***,20.0,***-***-00.0,PU***,76.09,***-***-date,excellent!!!
***-***-3000,C***,40.0,***-***-00.0,MU***,33.24,***-***-date,good
***-***-3001,J***,25.0,***-***-00.0,DE***,91.37,,good
***-***-3002,D***,40.0,***-***-00.0,LO***,27.75,***-***-3-40,good
***-***-3003,G***,,***-***-00.0,HY***,62.98,***-***-3-40,#na#
***-***-3004,Q***,999.0,***-***-00.0,HY***,75.07,***-***-date,#na#
***-***-3005,W***,30.0,***-***-00.0,DE***,84.81,***-***-5-10,good
***-***-3006,H***,35.0,***-***-00.0,KO***,59.95,***-***-date,#na#
***-***-3007,A***,25.0,***-***-00.0,NY***,13.42,***-***-3-40,avg
***-***-3008,I***,35.0,***-***-00.0,CH***,80.24,***-***-3-40,good
***-***-3009,M***,999.0,***-***-00.0,BA***,0.23,***-***-5-10,
***-***-3010,N***,-5.0,***-***-00.0,CH***,,***-***-1-01,good
***-***-3011,V***,-5.0,***-***-00.0,HY***,28.83,,avg
***-***-3012,V***,40.0,***-***-00.0,PU***,4.17,***-***-3-40,excellent!!!
***-***-3013,V***,35.0,***-***-00.0,LO***,63.67,***-***-1-01,bad
***-***-3014,W***,40.0,***-***-00.0,HY***,86.57,***-***-3-40,???
***-***-3015,W***,25.0,***-***-00.0,PU***,0.79,***-***-5-10,bad
***-***-3016,Z***,40.0,***-***-00.0,PU***,34.36,***-***-5-10,excellent!!!
***-***-3017,H***,999.0,,CH***,8.31,***-***-date,good
***-***-3018,X***,-5.0,,KO***,39.41,***-***-date,avg
***-***-3019,O***,25.0,***-***-00.0,MU***,90.85,***-***-5-10,
***-***-3020,H***,-5.0,***-***-00.0,DE***,33.98,***-***-5-10,???
***-***-3021,J***,20.0,***-***-00.0,MU***,77.08,***-***-1-01,???
***-***-3022,U***,25.0,***-***-00.0,CH***,21.31,***-***-3-40,good
***-***-3023,G***,999.0,,DE***,82.65,***-***-1-01,
***-***-3024,B***,40.0,***-***-00.0,LO***,91.15,,bad
***-***-3025,V***,,***-***-00.0,MU***,33.8,***-***-date,bad
***-***-3026,N***,30.0,***-***-00.0,KO***,37.87,***-***-3-40,good
***-***-3027,D***,-5.0,***-***-00.0,BA***,5.02,***-***-3-40,excellent!!!
***-***-3028,Q***,35.0,***-***-00.0,CH***,87.74,***-***-3-40,avg
***-***-3029,U***,,***-***-00.0,HY***,,***-***-5-10,excellent!!!
***-***-3030,Q***,30.0,***-***-00.0,DE***,34.18,***-***-5-10,bad
***-***-3031,Q***,20.0,***-***-00.0,DE***,,***-***-3-40,bad
***-***-3032,K***,25.0,***-***-00.0,LO***,59.55,***-***-date,good
***-***-3033,G***,35.0,***-***-00.0,MU***,68.48,,good
***-***-3034,P***,35.0,***-***-00.0,KO***,70.21,***-***-date,avg
***-***-3035,C***,40.0,***-***-00.0,,28.09,***-***-5-10,bad
***-***-3036,E***,35.0,***-***-00.0,HY***,71.12,,
***-***-3037,G***,999.0,***-***-00.0,MU***,87.59,,
***-***-3038,D***,40.0,***-***-00.0,PU***,52.1,,
***-***-3039,W***,999.0,***-***-00.0,,,***-***-1-01,#na#
***-***-3040,U***,40.0,***-***-00.0,PU***,89.7,,good
***-***-3041,L***,,***-***-00.0,NY***,20.0,,
***-***-3042,X***,40.0,***-***-00.0,,89.81,***-***-3-40,???
***-***-3043,V***,40.0,***-***-00.0,PU***,88.71,,???
***-***-3044,W***,,***-***-00.0,CH***,60.94,,#na#
***-***-3045,E***,20.0,,KO***,26.93,***-***-5-10,
***-***-3046,,20.0,***-***-00.0,,17.92,***-***-5-10,avg
***-***-3047,F***,40.0,,LO***,77.6,***-***-1-01,bad
***-***-3048,L***,20.0,,CH***,67.69,,???
***-***-3049,C***,25.0,***-***-00.0,DE***,2.38,,bad
***-***-3050,S***,-5.0,***-***-00.0,NY***,7.23,***-***-date,avg
***-***-3051,J***,-5.0,***-***-00.0,LO***,97.09,***-***-5-10,avg
***-***-3052,X***,999.0,,NY***,97.12,***-***-5-10,???
***-***-3053,,-5.0,***-***-00.0,DE***,40.91,***-***-3-40,excellent!!!
***-***-3054,N***,,,NY***,,,good
***-***-3055,T***,30.0,***-***-00.0,MU***,87.6,***-***-date,bad
***-***-3056,T***,20.0,***-***-00.0,CH***,35.2,***-***-5-10,bad
***-***-3057,W***,20.0,***-***-00.0,,9.54,***-***-5-10,bad
***-***-3058,C***,35.0,***-***-00.0,NY***,88.17,,avg
***-***-3059,M***,40.0,***-***-00.0,CH***,,***-***-3-40,bad
***-***-3060,C***,40.0,***-***-00.0,CH***,88.06,***-***-date,bad
***-***-3061,X***,25.0,***-***-00.0,,44.59,***-***-1-01,
***-***-3062,A***,25.0,,PU***,80.13,,bad
***-***-3063,S***,,***-***-00.0,DE***,,***-***-5-10,
***-***-3064,M***,30.0,***-***-00.0,NY***,87.33,***-***-1-01,???
***-***-3065,W***,30.0,***-***-00.0,BA***,70.97,***-***-1-01,avg
***-***-3066,N***,999.0,,NY***,29.89,***-***-date,bad
***-***-3067,O***,40.0,***-***-00.0,KO***,4.16,,good
***-***-3068,Y***,40.0,***-***-00.0,HY***,18.13,,avg
***-***-3069,I***,20.0,***-***-00.0,PU***,61.13,***-***-3-40,bad
***-***-3070,B***,40.0,***-***-00.0,KO***,48.13,***-***-5-10,???
***-***-3071,U***,25.0,***-***-00.0,BA***,62.31,,#na#
***-***-3072,K***,20.0,***-***-00.0,MU***,12.5,***-***-3-40,#na#
***-***-3073,P***,999.0,***-***-00.0,HY***,99.08,,excellent!!!
***-***-3074,K***,-5.0,,DE***,50.06,***-***-date,???
***-***-3075,F***,30.0,***-***-00.0,,20.13,***-***-5-10,#na#
***-***-3076,T***,40.0,***-***-00.0,CH***,72.41,***-***-3-40,#na#
***-***-3077,G***,20.0,***-***-00.0,HY***,25.98,***-***-3-40,avg
***-***-3078,P***,35.0,***-***-00.0,BA***,22.95,***-***-5-10,
***-***-3079,X***,20.0,***-***-00.0,DE***,,***-***-5-10,excellent!!!
***-***-3080,K***,,***-***-00.0,HY***,9.59,***-***-date,???
***-***-3081,Q***,40.0,,CH***,25.66,***-***-5-10,avg
***-***-3082,F***,999.0,***-***-00.0,MU***,28.48,***-***-1-01,
***-***-3083,O***,,***-***-00.0,MU***,97.13,***-***-date,???
***-***-3084,B***,-5.0,,CH***,32.26,***-***-3-40,avg
***-***-3085,A***,-5.0,***-***-00.0,HY***,27.76,***-***-date,
***-***-3086,V***,40.0,***-***-00.0,KO***,6.52,***-***-3-40,avg
***-***-3087,Z***,-5.0,,LO***,2.25,***-***-date,???
***-***-3088,P***,999.0,***-***-00.0,PU***,90.41,***-***-5-10,avg
***-***-3089,X***,,***-***-00.0,LO***,99.13,***-***-1-01,???
***-***-3090,A***,25.0,***-***-00.0,,19.76,***-***-3-40,bad
***-***-3091,P***,35.0,***-***-00.0,,22.26,,excellent!!!
***-***-3092,K***,30.0,***-***-00.0,DE***,37.44,***-***-date,avg
***-***-3093,Z***,999.0,,KO***,93.84,,#na#
***-***-3094,R***,35.0,***-***-00.0,CH***,0.61,***-***-date,#na#
***-***-3095,Z***,30.0,***-***-00.0,DE***,41.71,***-***-date,???
***-***-3096,S***,-5.0,***-***-00.0,KO***,17.54,***-***-1-01,excellent!!!
***-***-3097,U***,35.0,***-***-00.0,KO***,22.05,,
***-***-3098,R***,25.0,***-***-00.0,LO***,85.51,***-***-1-01,
***-***-3099,P***,25.0,***-***-00.0,LO***,83.66,***-***-5-10,
***-***-3100,H***,30.0,,PU***,,***-***-3-40,excellent!!!
***-***-3101,U***,30.0,***-***-00.0,LO***,34.68,***-***-5-10,???
***-***-3102,,35.0,***-***-00.0,,,***-***-5-10,???
