order_id,customer_id,email,phone,order_amount,quantity,discount_pct,order_date,status,product_category,product_name,payment_type,shipping_country
ORD-10181,CUST-5198,ad***@gmail.com,***-***-4562,2036.4,10,25,2022-03-21,Refunded,Sports,R***,Bank Transfer,MASKED_c86ee0d9
ORD-10182,CUST-7266,  ***@outlook.com  ,***-***-6231,7432.8,10,20,2023-08-02,  Delivered  ,Food,P***,Cash,MASKED_3a52f3c2
ORD-10183,CUST-7529,us***@gmail.comqih,***-***-3136,1496.11,7,5,2023-05-08,Cancelled,books,S***,Bank Transfer,MASKED_6cc98ba2
ORD-10184,CUST-8216,qt***@yahoo.com,***-***-7124,4003.44,8,5,2024-02-15,Refunded,Home & Garden,S***,Credit Card,MASKED_7516fd43
ORD-10185,CUST-3315,yw***@enterprise.net,***-***-7170,5852.9,10,20,2023-11-11,Cancelled,Home & Garden,S***,PayPal,MASKED_c86ee0d9
ORD-10186,CUST-8940,fs***@company.io,***-***-4258,1447.16,2,20,2023-04-14,Cancelled,Electronics,L***,Credit Card,MASKED_3a52f3c2
ORD-10187,CUST-7436,mt***@yahoo.com,***-***-7262,502.44,4,20,2023-11-26,Cancelled,Sports,D***,Bank Transfer,MASKED_3a52f3c2
ORD-10188,CUST-3589,zx***@gmail.com,***-***-2939,1580.1,3,5,2022-11-22,Processing,Books,F***,PayPal,MASKED_6cc98ba2
ORD-10189,CUST-4783,ly***@yahoo.com,***-***-1427,4558.0,10,10,2022-03-23,Refunded,Beauty,S***,Debit Card,MASKED_19d3326f
ORD-10190,CUST-2083,ek***@hotmail.com,***-***-6323,2429.72,4,15,2024-06-27,Processing,Food,V***,Voucher,MASKED_7516fd43
ORD-10191,CUST-7481,  ***@outlook.com  ,***-***-9456,1669.48,4,25,2022-02-20,Processing,Beauty,P***,Bank Transfer,MASKED_6cc98ba2
ORD-10192,CUST-4308,lk***@gmail.com,***-***-3686,1097.04,3,25,2024-01-21,Pending,Sports,Y***,Credit Card,MASKED_0f177369
ORD-10193,CUST-3369,nj***@enterprise.net,***-***-6047,401.67,3,10,2024-01-18,Delivered,Toys,B***,Debit Card,MASKED_76423d83
ORD-10194,CUST-2300,at***@company.io,***-***-9967,2648.56,8,10,2023-09-27,Refunded,Books,C***,Debit Card,MASKED_7516fd43
ORD-10195,CUST-3906,bj***@enterprise.net,***-***-1587,4599.6,10,0,2024-02-26,Shipped,Books,T***,PayPal,MASKED_6cc98ba2
ORD-10196,CUST-5705,vb***@company.io,***-***-9608,TBD,2,20,2023-10-01,Shipped,Clothing,J***,Cash,MASKED_24d22e03
ORD-10197,CUST-4478,sm***@enterprise.net,***-***-5614,5812.2,9,10,2024-03-20,Pending,Food,P***,PayPal,MASKED_19d3326f
ORD-10198,CUST-1582,ci***@yahoo.com,***-***-8546,5866.8,8,20,2022-12-10,Delivered,Toys,P***,Credit Card,MASKED_19d3326f
ORD-10199,CUST-4070,si***@gmail.com,***-***-6152,4865.2,10,25,2022-02-02,Shipped,Sports,B***,Credit Card,MASKED_0f177369
ORD-10200,CUST-8921,ly***@company.io,***-***-6363,1101.56,4,5,2024-02-27,Pending,Home & Garden,C***,Debit Card,MASKED_3a52f3c2
ORD-10201,CUST-4438,kw***@yahoo.com,***-***-5532,2564.45,5,20,2022-11-23,Delivered,Electronics,L***,PayPal,MASKED_c86ee0d9
ORD-10202,CUST-1831,cy***@gmail.com,***-***-1826,2608.56,6,0,2023-01-28,Pending,Books,F***,Bank Transfer,MASKED_6cc98ba2
ORD-10203,CUST-8625,xq***@yahoo.com,***-***-5227,2745.8,5,10,2023-02-06,Processing,Books,T***,PayPal,MASKED_0f177369
ORD-10204,CUST-2162,bc***@company.io,***-***-7773,MISSING,6,5,2023-09-28,Processing,Food,T***,Debit Card,MASKED_0f177369
ORD-10205,CUST-8584,iv***@company.io,***-***-8294,767.12,8,5,2022-11-12,Delivered,Beauty,M***,Cash,MASKED_76423d83
ORD-10206,CUST-5989,mr***@enterprise.net,***-***-1133,2291.85,5,20,2023-06-07,Delivered,Beauty,L***,PayPal,MASKED_7516fd43
ORD-10207,CUST-6902,za***@yahoo.com,***-***-3056,4728.15,7,5,2022-01-12,Pending,Toys,L***,Debit Card,MASKED_0f177369
ORD-10208,CUST-4878,cq***@company.io,***-***-9948,464.46,1,20,2023-01-11,Pending,Beauty,M***,Cash,MASKED_0f177369
ORD-10209,CUST-9834,pz***@outlook.com,***-***-6628,1097.68,2,20,2025-08-31,Pending,Toys,P***,Bank Transfer,MASKED_19d3326f
ORD-10210,CUST-9283,tk***@outlook.com,***-***-5603,564.8,8,10,2024-05-28,Shipped,Food,C***,Credit Card,MASKED_24d22e03
ORD-10211,CUST-7765,tr***@hotmail.com,***-***-8211,2012.7,3,25,2023-10-15,Processing,Books,S***,Cash,MASKED_3e8d115e
ORD-10212,CUST-9687,td***@gmail.com,***-***-6797,3810.8,7,15,2023-09-18,Refunded,Electronics,H***,PayPal,MASKED_11aedd0e
ORD-10213,CUST-1173,gp***@gmail.com,***-***-7737,762.15,3,0,2023-06-22,Pending,Sports,B***,PayPal,MASKED_3a52f3c2
ORD-10214,CUST-4018,fa***@outlook.com,***-***-2240,2151.96,3,25,2023-04-10,Shipped,Sports,B***,PayPal,MASKED_11aedd0e
ORD-10215,CUST-2776,hb***@company.io,***-***-4578,1554.48,3,20,2023-10-21,Pending,Books,B***,PayPal,MASKED_76423d83
ORD-10216,CUST-9039,bs***@hotmail.com,***-***-2148,79.4,10,20,2022-08-20,Pending,Electronics,T***,Bank Transfer,MASKED_76423d83
ORD-10217,CUST-5896,rk***@hotmail.com,***-***-6886,3711.96,7,15,2022-03-28,Refunded,Toys,P***,Debit Card,MASKED_c86ee0d9
ORD-10218,CUST-9570,az***@enterprise.net,***-***-4817,346.56,2,0,2022-02-07,Refunded,Electronics,S***,Bank Transfer,MASKED_7516fd43
ORD-10219,CUST-4320,bs***@outlook.com,***-***-7586,1803.6,10,10,2022-05-04,Refunded,Food,T***,Cash,MASKED_c86ee0d9
ORD-10220,CUST-3584,tp***@hotmail.com,***-***-1118,3040.2,10,5,2022-04-02,Refunded,Toys,R***,PayPal,MASKED_6cc98ba2
ORD-10221,CUST-2925,fq***@gmail.com,***-***-9842,1730.97,9,20,2022-08-13,Delivered,Food,O***,PayPal,MASKED_7516fd43
ORD-10222,CUST-8424,ur***@gmail.com,***-***-9804,1353.8,5,5,2022-06-11,Pending,Home & Garden,R***,Cash,MASKED_76423d83
ORD-10223,CUST-8936,sp***@hotmail.com,***-***-8454,-11.8,4,5,2023-02-01,Shipped,Clothing,J***,Bank Transfer,MASKED_3a52f3c2
ORD-10224,CUST-4763,fd***@hotmail.com,***-***-4546,1393.83,3,101,2023-04-30,Delivered,Toys,B***,Credit Card,MASKED_6cc98ba2
ORD-10225,CUST-4940,  ***@outlook.com  ,***-***-7662,-28.43,2,5,2022-05-16,Shipped,Home & Garden,P***,Debit Card,MASKED_76423d83
ORD-10226,CUST-2158,re***@enterprise.net,***-***-1535,689.0,1,10,2023-03-13,Shipped,Electronics,S***,Cash,MASKED_24d22e03
ORD-10227,CUST-6487,qi***@company.io,***-***-8839,460.12,4,25,2024-02-10,Cancelled,Home & Garden,L***,Debit Card,MASKED_3e8d115e
ORD-10228,CUST-2075,nk***@hotmail.com,***-***-7400,3989.28,8,5,2022-10-23,Pending,Toys,L***,Debit Card,MASKED_11aedd0e
ORD-10229,CUST-7745 ,mw***@outlook.com,***-***-6346,4657.59,9,15,2023-08-31,Refunded,Clothing,S***,Cash,MASKED_0f177369
ORD-10230,CUST-3873,ox***@enterprise.net,***-***-3514,2085.93,9,5,2022-09-01,Pending,Food,C***,PayPal,MASKED_24d22e03
ORD-10231,CUST-9948,ge***@outlook.com,***-***-5842,25.23,3,-5,2022-10-24,Cancelled,Books,S***,Cash,MASKED_0f177369
ORD-10232,CUST-4639,tx***@outlook.com,***-***-2369,1875.32,4,20,2024-05-19,Delivered,Toys,L***,Cash,MASKED_6cc98ba2
ORD-10233,CUST-8278,ip***@hotmail.com,***-***-3683,2334.56,4,25,2023-03-11,Refunded,Home & Garden,R***,Debit Card,MASKED_24d22e03
ORD-10234,CUST-7254,fm***@company.io,***-***-5947,490.23,3,20,2022-11-08,Delivered,Clothing,S***,Bank Transfer,MASKED_3a52f3c2
ORD-10235,CUST-5541,eh***@gmail.com,***-***-6927,110.44,4,20,2023/03/19,Cancelled,Electronics,T***,PayPal,MASKED_0f177369
ORD-10236,CUST-4002,no***@gmail.com,***-***-3738,1431.72,9,20,2022-11-27,Shipped,Clothing,J***,PayPal,MASKED_3e8d115e
ORD-10237,CUST-9612,pv***@enterprise.net,***-***-2867,4434.12,9,15,2023-04-17,Pending,Clothing,T***,Debit Card,MASKED_7516fd43
ORD-10238,CUST-4438 ,ij***@gmail.com,***-***-2830,997.64,4,0,2022-01-20,Delivered,Food,V***,Credit Card,MASKED_3a52f3c2
ORD-10239,CUST-4027,un***@outlook.com,***-***-3384,7214.3,10,25,2022-10-12,Cancelled,Clothing,J***,PayPal,MASKED_c86ee0d9
ORD-10240,CUST-6813,oc***@hotmail.com,***-***-4728,-422.72,2,15,2022-04-26,  Processing  ,Home & Garden,S***,Bank Transfer,MASKED_76423d83
ORD-10241,CUST-7020,ts***@gmail.com,***-***-2723,6012.56,many,15,2023-03-25,Cancelled,Books,F***,Credit Card,MASKED_c86ee0d9
ORD-10242,CUST-5472,sz***@enterprise.net,***-***-8795,3065.15,5,25,2023-09-10,Delivered,Beauty,S***,Cash,MASKED_11aedd0e
ORD-10243,CUST-2578,cg***@gmail.com,***-***-9518,758.58,6,15,2024-03-22,Delivered,Books,S***,PayPal,MASKED_0f177369
ORD-10244,CUST-3203,gi***@enterprise.net,***-***-2792,MISSING,3,20,2023-11-23,Delivered,Food,T***,Cash,MASKED_24d22e03
ORD-10245,CUST-6591,oe***@gmail.com,***-***-6855,613.33,1,15,2022-12-26,Pending,Food,O***,Debit Card,MASKED_3a52f3c2
ORD-10246,CUST-2601,cr***@gmail.com,***-***-4373,1829.24,7,10,2023-05-24,Cancelled,Sports,R***,Debit Card,MASKED_24d22e03
ORD-10247,CUST-2552,zf***@outlook.com,***-***-9700,1151.16,2,15,2023-03-14,Processing,Sports,R***,Credit Card,MASKED_11aedd0e
ORD-10248,CUST-9728,ri***@hotmail.com,***-***-1981,1744.08,8,20,2022-07-25,Shipped,Sports,B***,Debit Card,MASKED_3a52f3c2
ORD-10249,CUST-6087,vk***@hotmail.com,***-***-7914,108.08,4,25,2022-02-07,Processing,Books,S***,PayPal,MASKED_c86ee0d9
ORD-10250,CUST-7668,uh***@enterprise.net,***-***-7502,1441.92,2,25,2024-05-12,Processing,Electronics,S***,Credit Card,MASKED_24d22e03
ORD-10251,CUST-4507,  ***@outlook.com  ,***-***-1916,269.76,3,15,2023-07-01,Shipped,CLOTHING,T***,PayPal,MASKED_19d3326f
ORD-10252,CUST-4926,rz***@company.io,***-***-6945,554.09,1,25,2022-05-05,Cancelled,Beauty,L***,Bank Transfer,MASKED_6cc98ba2
ORD-10253,CUST-2312,yx***@hotmail.com,***-***-6451,222.86,1,25,2023-03-09,Pending,Electronics,S***,PayPal,MASKED_19d3326f
ORD-10254,CUST-3131,ks***@enterprise.net,***-***-6233,5150.52,9,15,2023-05-05,Refunded,Clothing,J***,PayPal,MASKED_c86ee0d9
ORD-10255,CUST-4248,fk***@enterprise.net,***-***-7570,1558.86,2,20,2023-03-16,Cancelled,Toys,B***,Debit Card,MASKED_76423d83
ORD-10256,CUST-8066,yd***@company.io,***-***-5636,2470.0,8,25,2023-11-25,Processing,Toys,P***,Debit Card,MASKED_6cc98ba2
ORD-10257,CUST-7283,  ***@hotmail.com  ,***-***-5198,3857.35,7,0,2022-04-08,Cancelled,Books,F***,Credit Card,MASKED_3e8d115e
ORD-10258,CUST-5264,xz***@company.io,***-***-8669,466.49,1,5,2022-04-02,Shipped,Home & Garden,C***,Bank Transfer,MASKED_c86ee0d9
ORD-10259,CUST-8139,iz***@outlook.com,***-***-3478,2079.95,5,20,2024-05-23,Refunded,Sports,B***,Credit Card,MASKED_3a52f3c2
ORD-10260,CUST-3425,fa***@outlook.com,***-***-5654,1354.88,2,5,2024-05-04,Processing,Books,C***,PayPal,MASKED_24d22e03
ORD-10261,CUST-2328,za***@enterprise.net,***-***-8439,763.5,6,25,2022-10-03,Cancelled,Home & Garden,S***,PayPal,MASKED_7516fd43
ORD-10262,CUST-4411,yz***@hotmail.com,***-***-5668,531.3,7,25,2024-02-10,Refunded,Food,O***,Credit Card,MASKED_11aedd0e
ORD-10263,CUST-4053,tx***@enterprise.net,***-***-1662,4548.18,7,20,2022-12-16,Delivered,Food,O***,Debit Card,MASKED_0f177369
ORD-10264,CUST-7766,mc***@hotmail.com,***-***-5151,821.94,2,10,2022-09-18,Cancelled,Clothing,T***,Cash,MASKED_7516fd43
ORD-10265,CUST-5248,ee***@gmail.com,***-***-1293,1197.78,2,0,2023-02-09,Pending,Clothing,T***,Debit Card,MASKED_0f177369
ORD-10266,CUST-3378,wz***@yahoo.com,***-***-9824,171.34,1,5,04/10/2024,Shipped,Food,V***,Debit Card,MASKED_0f177369
ORD-10267,CUST-8074,dx***@hotmail.com,***-***-5764,86.62,1,0,2023-05-15,Delivered,Beauty,S***,Cash,MASKED_24d22e03
ORD-10268,CUST-9317,***@***.***,***-***-8675,2119.8,6,5,2026-10-13,Shipped,Food,V***,Bank Transfer,MASKED_3e8d115e
ORD-10269,CUST-1770,qh***@outlook.com,***-***-3598,686.0,4,5,2024-04-27,Cancelled,Food,C***,Credit Card,MASKED_3e8d115e
ORD-10270,CUST-2706,qd***@gmail.com,***-***-8489,4368.69,9,0,2022-04-19,Cancelled,Beauty,F***,Credit Card,MASKED_19d3326f
ORD-10271,CUST-9274,cq***@gmail.com,***-***-7799,2210.8,8,10,2023-10-07,Refunded,Electronics,S***,Debit Card,MASKED_19d3326f
ORD-10272,CUST-3692,dl***@gmail.com,***-***-1607,1945.86,6,25,2023-10-19,Processing,Beauty,F***,Credit Card,MASKED_19d3326f
ORD-10273,CUST-8244,kr***@outlook.com,***-***-4232,6317.3,10,10,2022-03-28,Pending,Sports,T***,PayPal,MASKED_6cc98ba2
ORD-10274,CUST-1782,zh***@enterprise.net,***-***-5881,2581.29,9,20,2024-01-25,Pending,Books,B***,PayPal,MASKED_3a52f3c2
ORD-10275,CUST-3130,hr***@yahoo.com,***-***-7050,342.78,1,25,2023-06-23,Delivered,Home & Garden,C***,Cash,MASKED_19d3326f
ORD-10276,CUST-8461,pq***@gmail.com,***-***-7051,1114.2,2,0,2023-09-09,Delivered,Beauty,M***,Credit Card,MASKED_3e8d115e
ORD-10277,CUST-9008,nd***@gmail.com,***-***-2106,881.95,5,0,2023-03-04,Delivered,Sports,T***,PayPal,MASKED_24d22e03
ORD-10278,CUST-7478,us***@.comjus,***-***-8259,1330.63,7,25,2022-10-12,Refunded,Food,C***,Debit Card,MASKED_7516fd43
ORD-10279,CUST-9741,qq***@outlook.com,***-***-1737,3581.6,10,15,2026-11-30,Pending,Sports,R***,Bank Transfer,MASKED_c86ee0d9
ORD-10280,CUST-7672,wi***@yahoo.com,***-***-6329,746.7,3,5,2022-01-28,Refunded,Beauty,M***,PayPal,MASKED_6cc98ba2
ORD-10281,CUST-6215,dx***@company.io,***-***-8932,438.16,2,0,2023-02-22,Refunded,Clothing,J***,Credit Card,MASKED_11aedd0e
ORD-10282,CUST-8612,tq***@outlook.com,***-***-1008,5.8,1,0,2023-05-09,Shipped,Clothing,S***,PayPal,MASKED_6cc98ba2
ORD-10283,CUST-6215,pn***@outlook.com,***-***-8417,1961.2,4,10,2022-09-09,Refunded,Toys,B***,PayPal,MASKED_3a52f3c2
ORD-10284,CUST-6783,ix***@company.io,***-***-3903,4315.52,8,25,2022-01-09,Pending,Food,V***,PayPal,MASKED_3a52f3c2
ORD-10285,CUST-9074,fa***@enterprise.net,***-***-1116,205.5,6,5,2024-04-20,Refunded,Food,V***,Credit Card,MASKED_11aedd0e
ORD-10286,CUST-5494,or***@enterprise.net,***-***-9731,2821.6,4,20,2022-09-16,Refunded,Food,T***,Bank Transfer,MASKED_7516fd43
ORD-10287,CUST-7882,wi***@hotmail.com,***-***-7420,169.36,4,5,2022-12-09,Pending,Beauty,F***,Credit Card,MASKED_3a52f3c2
ORD-10288,CUST-6465,xf***@yahoo.com,***-***-8184,4001.1,6,150,2023-10-03,Delivered,Beauty,F***,Credit Card,MASKED_76423d83
ORD-10289,CUST-1914,jx***@gmail.com,***-***-7249,171.9,2,15,2022-04-09,  Delivered  ,Electronics,T***,Debit Card,MASKED_24d22e03
ORD-10290,CUST-9337,ju***@outlook.com,***-***-8284,1051.6,10,5,2022-09-06,Processing,Electronics,L***,Credit Card,MASKED_c86ee0d9
ORD-10291,CUST-7915,ly***@yahoo.com,***-***-4297,6189.03,9,0,2022-12-16,Processing,Sports,B***,Bank Transfer,MASKED_24d22e03
ORD-10292,CUST-6431,oi***@hotmail.com,***-***-4018,4712.0,8,0,2023-01-07,Pending,Toys,L***,PayPal,MASKED_7516fd43
ORD-10293,CUST-5029,hf***@yahoo.com,***-***-5289,825.45,3,0,2022-01-22,Refunded,Clothing,J***,Bank Transfer,MASKED_76423d83
ORD-10294,CUST-8037,hg***@yahoo.com,***-***-4098,1546.62,6,20,2022-10-29,Processing,Toys,B***,Debit Card,MASKED_7516fd43
ORD-10295,CUST-6272,wz***@outlook.com,***-***-8918,3366.81,9,25,2023-05-22,Delivered,Sports,R***,Cash,MASKED_6cc98ba2
ORD-10296,CUST-1674,ff***@company.io,***-***-7981,1127.94,6,15,2023-04-24,Delivered,Electronics,T***,PayPal,MASKED_0f177369
ORD-10297,CUST-5096,je***@enterprise.net,***-***-5496,2166.84,4,5,2023-12-24,Cancelled,Toys,A***,Cash,MASKED_11aedd0e
ORD-10298,CUST-4438,hj***@yahoo.com,***-***-8679,MISSING,7,25,2024-04-13,Delivered,Electronics,H***,Credit Card,MASKED_3e8d115e
ORD-10299,CUST-7608,us***@enterprise.net,***-***-6342,1352.88,4,20,2022-01-24,Cancelled,Home & Garden,S***,Debit Card,MASKED_c86ee0d9
ORD-10300,CUST-3910,qp***@enterprise.net,***-***-1439,263.79,3,5,2022-07-23,Pending,Toys,P***,PayPal,MASKED_3a52f3c2
ORD-10301,CUST-4369,rb***@hotmail.com,***-***-8778,433.2,4,5,2023-09-11,Cancelled,Home & Garden,P***,Cash,MASKED_3a52f3c2
ORD-10302,CUST-5873,fz***@company.io,***-***-5081,2245.52,8,5,2023-09-25,Refunded,Food,V***,Bank Transfer,MASKED_6cc98ba2
ORD-10303,CUST-7041,cs***@gmail.com,***-***-6341,912.42,9,15,2023-04-07,Processing,Books,T***,Debit Card,MASKED_19d3326f
ORD-10304,CUST-2117,aq***@company.io,***-***-8171,MISSING,8,5,2023-04-28,Shipped,Electronics,S***,Debit Card,MASKED_7516fd43
ORD-10305,CUST-2684,hn***@enterprise.net,***-***-1858,4631.4,9,20,2022-01-05,Pending,Clothing,D***,Debit Card,MASKED_3a52f3c2
ORD-10306,CUST-4105,fa***@yahoo.com,***-***-8010,1569.18,6,0,2022-08-26,Processing,Toys,L***,PayPal,MASKED_3e8d115e
ORD-10307,CUST-9185,ki***@enterprise.net,***-***-3809,1327.28,4,10,2022-04-08,Cancelled,Books,T***,Bank Transfer,MASKED_c86ee0d9
ORD-10308,CUST-3032,qw***@yahoo.com,***-***-4990,189.92,1,20,11/06/2023,Pending,Toys,A***,PayPal,MASKED_0f177369
ORD-10309,CUST-4752,df***@outlook.com,***-***-4372,3008.45,5,20,2022-02-25,Refunded,Sports,D***,Debit Card,MASKED_24d22e03
ORD-10310,CUST-8652,  ***@outlook.com  ,***-***-5012,604.26,9,15,2022-06-30,Cancelled,Beauty,L***,PayPal,MASKED_11aedd0e
ORD-10311,CUST-7249,hu***@gmail.com,***-***-9801,166.0,8,5,2023-07-21,Refunded,Food,O***,PayPal,MASKED_6cc98ba2
ORD-10312,CUST-7465,lj***@outlook.com,***-***-6043,5186.44,7,25,2023-08-26,Pending,Food,V***,Credit Card,MASKED_76423d83
ORD-10313,CUST-1462,et***@enterprise.net,***-***-5281,3039.66,6,20,2023-04-12,Refunded,Beauty,L***,PayPal,MASKED_3a52f3c2
ORD-10314,CUST-7743,dc***@enterprise.net,***-***-6642,3296.51,7,5,2022-10-03,Refunded,Books,S***,Bank Transfer,MASKED_11aedd0e
ORD-10315,CUST-1966,va***@yahoo.com,***-***-5249,610.32,4,15,2023-03-28,Refunded,Electronics,S***,Credit Card,MASKED_c86ee0d9
ORD-10316,CUST-9557,cd***@hotmail.com,***-***-5355,81.99,1,15,2023-04-30,Shipped,Clothing,S***,Bank Transfer,MASKED_3e8d115e
ORD-10317,CUST-3013,zv***@outlook.com,***-***-5072,76.26,3,10,2023-04-08,Cancelled,Toys,P***,Cash,MASKED_6cc98ba2
ORD-10318,CUST-6707,zy***@hotmail.com,***-***-2645,6362.0,10,25,2023-01-30,Shipped,Home & Garden,C***,Debit Card,MASKED_c86ee0d9
ORD-10319,CUST-1478,  ***@outlook.com  ,***-***-5593,177.7,2,5,2024-01-07,Shipped,Electronics,T***,Credit Card,MASKED_c86ee0d9
ORD-10320,CUST-4662,ui***@gmail.com,***-***-2824,4534.04,7,0,2022-12-15,Refunded,Food,T***,Debit Card,MASKED_76423d83
ORD-10321,CUST-7476,wy***@company.io,***-***-3370,1816.0,10,10,2024-05-07,Processing,Toys,P***,Bank Transfer,MASKED_c86ee0d9
ORD-10322,CUST-6458,tw***@enterprise.net,***-***-4687,362.32,7,25,2024-01-24,Pending,Sports,D***,Bank Transfer,MASKED_6cc98ba2
ORD-10323,CUST-1886,***@***.***,***-***-3681,786.36,3,20,2022-05-21,Delivered,Sports,B***,PayPal,MASKED_c86ee0d9
ORD-10324,CUST-3756,uf***@gmail.com,***-***-3943,3816.12,7,0,2022-05-01,Cancelled,Home & Garden,P***,Cash,MASKED_6cc98ba2
ORD-10325,CUST-9015,gd***@enterprise.net,***-***-1377,141.4,2,20,2023-08-10,Cancelled,Books,B***,PayPal,MASKED_76423d83
ORD-10326,CUST-3033,mq***@yahoo.com,***-***-3960,MISSING,10,20,2023-12-13,Processing,Books,F***,Cash,MASKED_0f177369
ORD-10327,CUST-1001,bo***@outlook.com,***-***-5807,5472.6,7,25,2023-07-01,Delivered,Toys,A***,Cash,MASKED_0f177369
ORD-10328,CUST-7914,xz***@company.io,***-***-7255,773986.33,6,25,2022-06-17,Delivered,Toys,P***,Credit Card,MASKED_11aedd0e
ORD-10329,CUST-8104,nb***@gmail.com,***-***-2270,769.53,3,10,2022-05-08,Cancelled,Beauty,M***,Cash,MASKED_6cc98ba2
ORD-10330,CUST-6022,qj***@hotmail.com,***-***-6716,289.42,2,25,2023-08-09,Shipped,Clothing,S***,PayPal,MASKED_24d22e03
ORD-10331,CUST-5380,ey***@enterprise.net,***-***-5081,355.26,3,25,2023-09-16,Delivered,Clothing,D***,Debit Card,MASKED_0f177369
ORD-10332,CUST-4932,nh***@yahoo.com,***-***-2385,131.94,2,25,2022-10-20,Cancelled,Toys,P***,Credit Card,MASKED_6cc98ba2
ORD-10333,CUST-8350,mr***@enterprise.net,***-***-4687,386.7,10,5,2022-03-18,Shipped,Books,S***,Cash,MASKED_3e8d115e
ORD-10334,CUST-5994,me***@company.io,***-***-8999,3179.3,10,0,2022-12-31,Pending,Electronics,S***,Bank Transfer,MASKED_3e8d115e
ORD-10335,CUST-5098,cj***@hotmail.com,***-***-5903,1850.13,3,10,06/28/2022,Processing,Sports,T***,PayPal,MASKED_76423d83
ORD-10336,CUST-5354,ej***@hotmail.com,***-***-9119,3035.84,4,25,2024-01-02,Processing,Food,P***,Bank Transfer,MASKED_19d3326f
ORD-10337,CUST-9376,cc***@yahoo.com,***-***-2884,1984.0,4,10,2023-12-19,Processing,Beauty,S***,Debit Card,MASKED_0f177369
ORD-10338,CUST-4791,pe***@outlook.com,***-***-2005,2956.45,7,20,2023-03-14,Refunded,Clothing,T***,PayPal,MASKED_76423d83
ORD-10339,CUST-4028,hj***@hotmail.com,***-***-5986,851.1,10,0,2022-04-10,Refunded,Sports,Y***,Cash,MASKED_c86ee0d9
ORD-10340,CUST-4120,tj***@enterprise.net,***-***-2226,471.32,1,20,2023-09-26,Shipped,Toys,B***,Bank Transfer,MASKED_3a52f3c2
ORD-10341,CUST-3735,dk***@outlook.com,***-***-5745,MISSING,9,0,2023-08-03,Pending,Books,S***,Bank Transfer,MASKED_0f177369
ORD-10342,CUST-9602,ln***@outlook.com,***-***-5399,3303.72,9,20,2022-05-02,Processing,Clothing,J***,Credit Card,MASKED_19d3326f
ORD-10343,CUST-3189,bd***@company.io,***-***-1938,1934.19,9,25,2024-04-15,Pending,Home & Garden,P***,Debit Card,MASKED_11aedd0e
ORD-10344,CUST-4796,zn***@enterprise.net,***-***-3430,901.11,7,15,2022-04-06,  Delivered  ,Books,S***,Bank Transfer,MASKED_c86ee0d9
ORD-10345,CUST-7594,oy***@enterprise.net,***-***-1193,5822.08,8,20,2022-04-13,Delivered,Books,B***,Credit Card,MASKED_76423d83
ORD-10346,CUST-8279,du***@outlook.com,***-***-3531,4871.52,8,5,2022-02-27,Pending,Electronics,H***,Cash,MASKED_76423d83
ORD-10347,CUST-7303,ch***@enterprise.net,***-***-3778,922.9,5,0,2022-08-18,Pending,Electronics,H***,PayPal,MASKED_76423d83
ORD-10348,CUST-5702,jy***@gmail.com,***-***-7047,2508.4,?,10,2024-04-10,Refunded,Toys,L***,Credit Card,MASKED_c86ee0d9
ORD-10349,CUST-7782,dl***@enterprise.net,***-***-5028,2713.34,7,15,2023-03-05,9,Books,B***,Cash,MASKED_19d3326f
ORD-10350,CUST-3188,nf***@gmail.com,***-***-3283,3435.93,9,10,2023-04-17,Pending,Food,T***,Bank Transfer,MASKED_3a52f3c2
ORD-10351,CUST-3591,bd***@yahoo.com,***-***-2294,636.5,10,5,2022-03-20,Pending,Home & Garden,C***,Bank Transfer,MASKED_c86ee0d9
ORD-10352,CUST-5227,tt***@company.io,***-***-4724,3564.4,8,15,2022-06-10,Shipped,Books,F***,Cash,MASKED_6cc98ba2
ORD-10353,CUST-2776,kb***@gmail.com,***-***-6496,1118.67,7,0,2022-09-03,Shipped,Books,S***,Cash,MASKED_76423d83
ORD-10354,CUST-6154,pt***@outlook.com,***-***-5626,330.56,8,15,2023-05-28,Processing,Clothing,J***,Bank Transfer,MASKED_3e8d115e
ORD-10355,CUST-8587,no***@server.tsg,***-***-4794,376.41,3,5,2024-04-06,Refunded,Books,S***,Debit Card,MASKED_19d3326f
ORD-10356,CUST-6071,ui***@gmail.com,***-***-8451,118.38,1,10,2023-03-16,Shipped,Toys,A***,Credit Card,MASKED_11aedd0e
ORD-10357,CUST-3113,ce***@outlook.com,***-***-6138,7341.3,10,10,2022-03-27,Refunded,Toys,P***,Cash,MASKED_0f177369
ORD-10358,CUST-8675,qq***@company.io,***-***-2406,564.82,2,5,2024-01-20,Pending,Sports,B***,Bank Transfer,MASKED_3a52f3c2
ORD-10359,CUST-6922,bi***@hotmail.com,***-***-4465,382.27,7,0,2024-02-16,Refunded,Beauty,S***,PayPal,MASKED_11aedd0e
ORD-10360,CUST-5864,dh***@yahoo.com,***-***-8890,4625.28,6,15,2023-07-03,Refunded,Books,S***,Bank Transfer,MASKED_3e8d115e
ORD-10361,CUST-9182,ox***@gmail.com,***-***-5305,5979.12,8,20,2024-01-10,Pending,Beauty,S***,Debit Card,MASKED_0f177369
ORD-10362,CUST-6960,fz***@outlook.com,***-***-3043,299.35,1,25,2023-05-27,SHIPPED,Clothing,D***,Bank Transfer,MASKED_6cc98ba2
